"CMS Certification Number (CCN)","Provider Name","Provider Address",City/Town,State,"ZIP Code","Telephone Number","Provider SSA County Code",County/Parish,"Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Affiliated Entity Name","Affiliated Entity ID","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2 Number of Complaint Health Deficiencies","Rating Cycle 2 Health Deficiency Score","Rating Cycle 2 Number of Health Revisits","Rating Cycle 2 Health Revisit Score","Rating Cycle 2 Total Health Score","Rating Cycle 3 Standard Health Survey Date","Rating Cycle 3 Total Number of Health Deficiencies","Rating Cycle 3 Number of Standard Health Deficiencies","Rating Cycle 3 Number of Complaint Health Deficiencies","Rating Cycle 3 Health Deficiency Score","Rating Cycle 3 Number of Health Revisits","Rating Cycle 3 Health Revisit Score","Rating Cycle 3 Total Health Score","Total Weighted Health Survey Score","Number of Facility Reported Incidents","Number of Substantiated Complaints","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties",Location,Latitude,Longitude,"Geocoding Footnote","Processing Date"
425303,"LAKE EMORY POST ACUTE CARE","59 BLACKSTOCK ROAD",INMAN,SC,29349,8644722028,410,Spartanburg,"For profit - Limited Liability company",88,75.7,,"Medicare and Medicaid",N,"THI OF SOUTH CAROLINA AT CAMP CARE, LLC",1991-02-15,"FUNDAMENTAL HEALTHCARE",231,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,1,,1,,,,1.75129,0.89922,0.37811,1.27733,3.02862,2.60569,0.25040,0.05541,75.3,,85.7,,2,,1.91180,0.67755,0.31366,2.90301,1.86621,0.97941,0.45423,3.28842,2.82921,2023-02-03,6,5,1,36,1,0,36,2021-06-24,7,7,0,40,1,0,40,2019-04-25,18,17,1,136,1,0,136,54.000,1,1,1,2,1625.00,1,3,"59 BLACKSTOCK ROAD,INMAN,SC,29349",35.0379,-82.091,,2024-06-01
425305,"PATEWOOD POST ACUTE","2 GRIFFITH ROAD",GREENVILLE,SC,29607,8649901918,220,Greenville,"For profit - Individual",120,111.9,,"Medicare and Medicaid",N,"GREENVILLE COMMUNITY HEALTHCARE, LLC",1991-02-15,"PROVIDENCE GROUP",429,N,,N,N,N,Resident,Yes,2,,2,,3,,2,,5,,2,,,,2.03425,1.05413,0.45588,1.51001,3.54426,2.93021,0.25267,0.08507,65.9,,83.3,,1,,2.06535,0.71896,0.31141,3.09571,2.00658,1.08201,0.55163,3.60875,2.98352,2023-06-02,6,6,0,24,1,0,24,2021-12-30,2,1,1,20,1,0,20,2019-08-09,13,12,1,132,1,0,132,40.667,1,1,,9,75718.40,0,9,"2 GRIFFITH ROAD,GREENVILLE,SC,29607",34.8414,-82.319,,2024-06-01
425306,"PRUITTHEALTH - PICKENS","163 LOVE & CARE ROAD","SIX MILE",SC,29682,8648682307,380,Pickens,"For profit - Limited Liability company",44,36.3,,"Medicare and Medicaid",N,"PRUITTHEALTH - PICKENS, LLC",1991-04-11,PRUITTHEALTH,434,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,,2,4,,,,1.80066,0.58321,0.87833,1.46154,3.26220,2.96818,0.38646,0.01366,57.6,,16.7,,1,,1.91488,0.67373,0.27625,2.86486,1.91573,0.63882,1.19805,3.58920,3.26571,2022-09-30,9,8,1,52,2,26,78,2021-06-30,6,6,0,48,1,0,48,2019-06-13,5,5,0,24,1,0,24,59.000,1,0,,1,3737.10,1,2,"163 LOVE & CARE ROAD,SIX MILE,SC,29682",34.8364,-82.839,,2024-06-01
425307,"RIVER FALLS POST ACUTE","2906 GREER HWY",MARIETTA,SC,29661,8648366381,220,Greenville,"For profit - Individual",44,40.2,,"Medicare and Medicaid",N,"MARIETTA COMMUNITY HEALTHCARE, LLC",1991-04-09,"PROVIDENCE GROUP",429,N,,N,N,N,Resident,Yes,4,,4,,4,,3,,4,,2,,,,1.78653,0.85661,0.45597,1.31258,3.09911,2.87880,0.36106,0.07031,66.7,,,6,0,,1.97378,0.71408,0.33680,3.02466,1.84397,0.88528,0.51014,3.22962,3.00003,2023-07-05,1,1,1,4,1,0,4,2021-07-30,2,1,1,24,1,0,24,2019-07-17,7,7,0,28,1,0,28,14.667,2,0,,1,7496.77,0,1,"2906 GREER HWY,MARIETTA,SC,29661",35.0568,-82.512,22,2024-06-01
425308,"AIKEN REHABILITATION AND CARE CENTER","3525 AUGUSTUS ROAD",AIKEN,SC,29801,8036428376,010,Aiken,"For profit - Limited Liability company",132,103.7,,"Medicare and Medicaid",N,"PEPPER HILL SNF OPERATIONS LLC",1991-05-23,"VENZA CARE MANAGEMENT",614,N,,N,N,N,Resident,Yes,3,,3,,3,,3,,2,,4,,,,2.41601,1.20549,0.52691,1.73240,4.14841,3.51618,0.25384,0.00836,57.0,,66.7,,0,,1.94012,0.67129,0.29631,2.90771,2.53696,1.32525,0.67007,4.49698,3.81163,2023-08-11,5,4,1,24,1,0,24,2021-11-05,8,7,1,40,1,0,40,2020-01-30,1,0,1,4,0,0,4,26.000,5,2,,25,124583.40,0,25,"3525 AUGUSTUS ROAD,AIKEN,SC,29801",33.5674,-81.761,,2024-06-01
425309,"DR RONALD E MCNAIR NURSING & REHABILITATION CENTER","56 GENESIS DRIVE","LAKE CITY",SC,29560,8433893685,440,Williamsburg,"For profit - Corporation",88,64.6,,"Medicare and Medicaid",N,"RURAL BUSINESS INC",1991-05-31,,,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,,2,1,12,6,6,,,,,,,,,,6,,6,,6,,,,,,,,,,2022-10-12,2,2,0,8,1,0,8,2021-07-29,16,16,0,92,2,46,138,2019-08-22,19,17,2,231,1,0,231,88.500,0,2,0,4,41463.88,0,4,"56 GENESIS DRIVE,LAKE CITY,SC,29560",33.8403,-79.802,,2024-06-01
425310,"OAK HOLLOW OF SUMTER REHABILITATION CENTER","1761 PINEWOOD ROAD",SUMTER,SC,29154,8034818591,420,Sumter,"For profit - Partnership",96,53.5,,"Medicare and Medicaid",N,"OAK HOLLOW OF SUMTER REHABILITATION CENTER, LLC",1991-06-21,,,N,,N,N,N,Resident,Yes,1,,1,,2,,2,,2,,1,12,,,1.71728,0.99784,0.12942,1.12726,2.84454,2.54468,0.03830,0.06850,89.2,,87.5,,3,,1.88849,0.61724,0.25336,2.75909,1.85255,1.19303,0.19247,3.24965,2.90709,2023-11-08,13,9,4,84,2,42,126,2021-12-02,15,12,3,124,1,0,124,2020-03-05,7,7,0,52,1,0,52,113.000,3,3,,2,8958.83,0,2,"1761 PINEWOOD ROAD,SUMTER,SC,29154",33.8690,-80.404,,2024-06-01
425311,"ANCHOR POST ACUTE","550 EAST GATE DRIVE",AIKEN,SC,29803,8036433694,010,Aiken,"For profit - Limited Liability company",120,112.0,,"Medicare and Medicaid",N,"AIKEN COMMUNITY HEALTHCARE, LLC",1991-06-13,"PROVIDENCE GROUP",429,N,,N,N,N,Resident,Yes,4,,4,,3,,3,,2,,2,,,,1.94917,0.96585,0.42768,1.39353,3.34270,2.72121,0.17185,0.06290,68.3,,73.3,,1,,2.04207,0.70951,0.29972,3.05130,1.94457,1.00460,0.53768,3.45306,2.81105,2022-06-17,1,1,0,4,1,0,4,2021-04-22,6,5,1,36,1,0,36,2019-04-25,7,7,0,36,1,0,36,20.000,0,0,0,0,0.00,0,0,"550 EAST GATE DRIVE,AIKEN,SC,29803",33.5072,-81.718,,2024-06-01
425312,"MUSC HEALTH MULLINS NURSING HOME","518 S MAIN STREET",MULLINS,SC,29574,8434648211,330,Marion,"Government - State",92,78.3,,"Medicare and Medicaid",N,"MEDICAL UNIVERSITY HOSPITAL AUTHORITY",1991-08-16,,,N,,N,N,N,Resident,Yes,1,,1,,3,,4,,3,,1,12,,,2.08107,0.95499,0.36747,1.32246,3.40353,3.11823,0.18554,0.04046,43.2,,50.0,,0,,1.98143,0.64957,0.28093,2.91193,2.13969,1.08496,0.49288,3.68416,3.37535,2023-12-07,5,4,5,103,1,0,103,2022-01-14,7,7,0,320,1,0,320,2020-09-11,0,0,0,0,0,0,0,158.167,2,0,,2,168979.18,0,2,"518 S MAIN STREET,MULLINS,SC,29574",34.1972,-79.252,,2024-06-01
425314,"PIEDMONT POST-ACUTE","109 BENTZ ROAD",PIEDMONT,SC,29673,8648455177,220,Greenville,"For profit - Limited Liability company",88,79.8,,"Medicare and Medicaid",N,"PIEDMONT SKILLED NURSING, LLC",1991-10-03,"PROVIDENCE GROUP",429,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,2,,,,1.80521,1.18129,0.44878,1.63008,3.43529,2.94647,0.28247,0.07153,60.4,,45.5,,1,,2.00314,0.69038,0.31281,3.00633,1.83595,1.26273,0.54061,3.60178,3.08927,2024-03-01,10,10,0,40,1,0,40,2022-02-09,1,0,1,4,0,0,4,2020-09-04,0,0,0,0,0,0,0,21.333,0,2,,1,15435.00,0,1,"109 BENTZ ROAD,PIEDMONT,SC,29673",34.7008,-82.475,,2024-06-01
425315,"PRUITTHEALTH- ESTILL","252 LIBERTY STREET SOUTH",ESTILL,SC,29918,8036253852,240,Hampton,"For profit - Limited Liability company",104,74.5,,"Medicare and Medicaid",N,"PRUITTHEALTH - ESTILL, LLC",1991-09-27,PRUITTHEALTH,434,N,,N,N,N,Resident,Yes,1,,1,,2,,2,,,2,3,,,,1.53096,0.87186,0.49533,1.36719,2.89815,2.33792,0.24192,0.00778,48.5,,36.4,,0,,1.96324,0.63955,0.28636,2.88916,1.58867,1.00603,0.65179,3.16184,2.55064,2023-09-20,22,22,0,120,2,60,180,2021-08-13,3,2,2,24,1,0,24,2019-08-08,13,13,0,88,1,0,88,112.667,1,1,0,2,49045.75,1,3,"252 LIBERTY STREET SOUTH,ESTILL,SC,29918",32.7493,-81.225,,2024-06-01
425316,"GOLDEN AGE OPERATIONS","82 N MAIN STREET",INMAN,SC,29349,8644726636,410,Spartanburg,"For profit - Limited Liability company",44,34.7,,"Medicare and Medicaid",N,"GOLDEN AGE OPERATIONS LLC",1991-10-11,,,N,,N,N,N,None,Yes,3,,4,,2,,1,,3,,1,,,,1.77562,1.04342,0.50654,1.54996,3.32559,3.06527,0.34430,0.01187,,6,,6,,6,2.04981,0.68496,0.30870,3.04348,1.76474,1.12418,0.61830,3.44421,3.17461,2023-04-20,5,5,1,24,1,0,24,2021-07-30,1,1,0,4,1,0,4,2019-06-12,5,5,0,24,1,0,24,17.333,0,1,0,0,0.00,0,0,"82 N MAIN STREET,INMAN,SC,29349",35.0529,-82.096,,2024-06-01
425317,"IVA POST-ACUTE","406 WEST BROAD STREET",IVA,SC,29655,8643487433,030,Anderson,"For profit - Limited Liability company",60,55.7,,"Medicare and Medicaid",N,"IVA SKILLED NURSING, LLC",1991-10-09,"PROVIDENCE GROUP",429,N,,N,Y,N,Resident,Yes,4,,5,,4,,4,,3,,1,,,,1.77894,0.56055,0.49665,1.05720,2.83614,2.46693,0.49496,0.03692,79.7,,90.0,,,6,2.01776,0.67099,0.32251,3.01126,1.79613,0.61651,0.58027,2.96873,2.58226,2022-04-13,2,2,0,12,1,0,12,2020-09-17,0,0,0,0,0,0,0,2019-05-16,0,0,0,0,0,0,0,6.000,0,0,0,0,0.00,0,0,"406 WEST BROAD STREET,IVA,SC,29655",34.3086,-82.668,,2024-06-01
425319,"CARLYLE SENIOR CARE OF BLACKVILLE","1612 JONES BRIDGE ROAD",BLACKVILLE,SC,29817,8032844313,050,Barnwell,"For profit - Limited Liability company",85,76.5,,"Medicare and Medicaid",N,"CARLYLE SENIOR CARE OF BLACKVILLE LLC",1991-11-11,"CARLYLE SENIOR CARE",599,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,2,,1,,,,2.11972,0.85265,0.23170,1.08435,3.20407,2.67060,0.15334,0.00605,76.5,,75.0,,2,,1.99304,0.64039,0.26707,2.90050,2.16674,0.98258,0.32691,3.48193,2.90219,2023-04-26,8,6,2,60,1,0,60,2021-07-30,2,2,0,40,1,0,40,2019-06-12,4,4,0,36,1,0,36,49.333,2,0,,6,43126.08,0,6,"1612 JONES BRIDGE ROAD,BLACKVILLE,SC,29817",33.3822,-81.262,,2024-06-01
425320,"NHC HEALTHCARE - NORTH AUGUSTA","350 AUSTIN GRAYBILL","NORTH AUGUSTA",SC,29841,8032784272,010,Aiken,"For profit - Corporation",192,174.5,,"Medicare and Medicaid",N,"NHC HEALTHCARE-NORTH AUGUSTA LLC",1991-12-18,"NATIONAL HEALTHCARE CORPORATION",364,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,3,,,,2.23966,0.99829,0.36383,1.36211,3.60177,3.18059,0.21338,0.07268,51.9,,52.0,,0,,1.96530,0.63930,0.27672,2.88132,2.32165,1.15238,0.49542,3.94018,3.47942,2022-09-01,4,4,0,20,1,0,20,2021-08-13,0,0,0,0,0,0,0,2019-06-27,8,7,0,44,1,0,44,17.333,0,0,1,1,3250.00,0,1,"350 AUSTIN GRAYBILL,NORTH AUGUSTA,SC,29841",33.5585,-81.945,,2024-06-01
425321,"L.M.C.- EXTENDED CARE","815 OLD CHEROKEE ROAD",LEXINGTON,SC,29072,8033595181,310,Lexington,"Non profit - Corporation",352,285.3,,"Medicare and Medicaid",N,"LEXMED, INC",1991-12-17,,,N,,N,Y,N,Resident,Yes,2,,2,,3,,4,,2,,3,,,,1.72349,1.14622,0.44065,1.58688,3.31036,3.04414,0.26904,0.05939,51.3,,35.3,,0,,2.01927,0.66568,0.29416,2.97912,1.73883,1.27070,0.56446,3.50250,3.22083,2022-05-27,2,1,1,24,1,0,24,2021-05-06,6,5,1,107,1,0,107,2019-12-04,6,5,1,52,1,0,52,56.333,6,0,0,3,45913.50,0,3,"815 OLD CHEROKEE ROAD,LEXINGTON,SC,29072",34.0091,-81.250,,2024-06-01
425322,"NHC HEALTHCARE - GREENVILLE","1305 BOILING SPRINGS ROAD",GREER,SC,29650,8644587566,220,Greenville,"For profit - Limited Liability company",132,117.9,,"Medicare and Medicaid",N,"NHC HEALTHCARE-GREENVILLE LLC",1992-02-12,"NATIONAL HEALTHCARE CORPORATION",364,N,,N,N,N,Resident,Yes,4,,4,,3,,3,,4,,4,,,,2.25609,1.05959,0.77082,1.83041,4.08649,3.55846,0.38561,0.11120,43.4,,26.3,,0,,2.03243,0.67705,0.29691,3.00640,2.26143,1.15493,0.97825,4.28445,3.73084,2022-07-15,2,2,0,20,1,0,20,2021-05-14,0,0,0,0,0,0,0,2019-05-01,0,0,0,0,0,0,0,10.000,0,0,0,0,0.00,0,0,"1305 BOILING SPRINGS ROAD,GREER,SC,29650",34.8649,-82.281,,2024-06-01
425323,"ANGEL OAK NURSING AND REHABILITATION CENTER, LLC","4452 SOCASTEE BLVD","MYRTLE BEACH",SC,29588,8432931137,250,Horry,"For profit - Limited Liability company",88,77.8,,"Medicare and Medicaid",N,"ANGEL OAK NURSING AND REHABILITATION CENTER LLC",1992-03-19,"SIMCHA HYMAN & NAFTALI ZANZIPER",580,N,,N,N,N,Resident,Yes,3,,3,,4,,5,,3,,2,,,,1.86426,1.11983,0.42937,1.54920,3.41346,3.13807,0.19330,0.06826,44.9,,62.5,,0,,2.09891,0.71113,0.34175,3.15179,1.80950,1.16211,0.47342,3.41373,3.13831,2022-10-19,5,5,0,36,1,0,36,2021-06-17,4,1,3,32,1,0,32,2019-06-20,5,2,3,36,1,0,36,34.667,1,4,0,1,34964.09,1,2,"4452 SOCASTEE BLVD,MYRTLE BEACH,SC,29588",33.6862,-78.978,,2024-06-01
425324,"NHC HEALTHCARE - GARDEN CITY","9405 HWY 17 BYPASS","GARDEN CITY",SC,29576,8436502213,250,Horry,"For profit - Limited Liability company",148,124.8,,"Medicare and Medicaid",N,"NHC HEALTHCARE-GARDEN CITY LLC",1992-04-09,"NATIONAL HEALTHCARE CORPORATION",364,N,,N,N,N,Resident,Yes,2,,3,,1,,1,,2,,4,,,,2.11259,0.97582,0.74312,1.71894,3.83153,3.24117,0.31804,0.07742,45.3,,37.0,,0,,1.97625,0.65554,0.27450,2.90630,2.17780,1.09853,1.02008,4.15550,3.51522,2023-04-13,9,9,6,48,1,0,48,2022-01-26,2,2,0,12,1,0,12,2020-09-04,4,0,4,16,0,0,16,30.667,0,2,,0,0.00,0,0,"9405 HWY 17 BYPASS,GARDEN CITY,SC,29576",33.6065,-79.015,,2024-06-01
425325,"THE PRESTON HEALTH CENTER","87 BIRD SONG WAY","HILTON HEAD ISLAND",SC,29926,8436897077,060,Beaufort,"Non profit - Corporation",62,47.5,,Medicare,N,"THE CYPRESS CLUB INC",1992-05-06,,,Y,,N,N,N,Both,Yes,4,,3,,5,,5,,5,,4,,,,3.13272,1.49144,0.97584,2.46728,5.60000,4.77349,0.67676,0.17741,49.4,,71.4,,0,,2.03237,0.65826,0.30354,2.99418,3.14023,1.67205,1.21139,5.89524,5.02515,2022-11-15,4,4,0,44,1,0,44,2021-11-19,0,0,0,0,0,0,0,2020-01-16,4,4,0,20,1,0,20,25.333,0,0,0,2,1625.00,0,2,"87 BIRD SONG WAY,HILTON HEAD ISLAND,SC,29926",32.2322,-80.737,,2024-06-01
425326,"HALLMARK HEALTHCARE CENTER","255 MIDLAND PARKWAY",SUMMERVILLE,SC,29485,8438215005,170,Dorchester,"For profit - Limited Liability company",88,81.5,,"Medicare and Medicaid",N,"HALLMARK LONG TERM CARE LLC",1992-11-13,"FUNDAMENTAL HEALTHCARE",231,N,,N,N,N,Both,Yes,1,,2,,3,,2,,3,,1,,,,1.72548,0.91325,0.35194,1.26519,2.99066,2.66878,0.18376,0.06469,52.0,,63.6,,0,,1.99092,0.72767,0.35284,3.07144,1.76563,0.92618,0.37585,3.06914,2.73881,2023-06-23,8,8,0,56,1,0,56,2021-12-03,1,0,1,8,0,0,8,2020-01-16,11,11,0,96,1,0,96,46.667,0,0,0,4,4555.08,0,4,"255 MIDLAND PARKWAY,SUMMERVILLE,SC,29485",32.9652,-80.161,,2024-06-01
425332,"LIFE CARE CENTER OF CHARLESTON","2600 ELMS PLANTATION BLVD","N CHARLESTON",SC,29406,8437643500,090,Charleston,"Government - City/county",148,107.7,,"Medicare and Medicaid",N,"CHARLESTON MEDICAL INVESTORS, LLC",1994-02-02,"LIFE CARE CENTERS OF AMERICA",311,N,,N,N,N,Resident,Yes,4,,4,,3,,3,,3,,3,,,,2.06236,1.08996,0.47047,1.56043,3.62279,3.18084,0.38113,0.18691,32.3,,46.7,,,6,2.04108,0.71181,0.31566,3.06855,2.05849,1.13002,0.56161,3.72135,3.26738,2023-05-10,3,2,1,32,1,0,32,2021-06-25,0,0,0,0,0,0,0,2019-12-13,5,5,0,20,1,0,20,19.333,1,0,0,1,7445.75,0,1,"2600 ELMS PLANTATION BLVD,N CHARLESTON,SC,29406",32.9799,-80.062,,2024-06-01
425333,"NHC HEALTHCARE - LEXINGTON","2993 SUNSET BLVD","WEST COLUMBIA",SC,29169,8039390026,310,Lexington,"For profit - Limited Liability company",170,152.0,,"Medicare and Medicaid",N,"NHC HEALTHCARE-LEXINGTON LLC",1994-03-11,"NATIONAL HEALTHCARE CORPORATION",364,N,,N,N,N,Resident,Yes,5,,5,,5,,3,,5,,3,,,,2.08114,0.99895,0.55654,1.55548,3.63662,3.18521,0.43625,0.18141,50.3,,35.0,,0,,2.10768,0.71045,0.35280,3.17093,2.01160,1.03765,0.59441,3.61496,3.16623,2023-10-11,0,0,0,0,0,0,0,2021-09-02,0,0,0,0,0,0,0,2019-10-03,0,0,0,0,0,0,0,0.000,0,0,,0,0.00,0,0,"2993 SUNSET BLVD,WEST COLUMBIA,SC,29169",34.0067,-81.123,,2024-06-01
425334,"MARTHA FRANKS BAPTIST RETIREMENT CENTER","ONE MARTHA FRANKS DRIVE",LAURENS,SC,29360,8649844541,290,Laurens,"Non profit - Church related",88,71.3,,"Medicare and Medicaid",N,SCBMA,1994-05-03,,,Y,,N,Y,N,Resident,Yes,2,,2,,2,,1,,4,,4,,,,2.50576,1.00845,0.79585,1.80430,4.31007,3.83874,0.40932,0.05075,60.2,,42.9,,1,,1.92986,0.64318,0.30428,2.87733,2.64519,1.15708,0.98555,4.72156,4.20523,2022-04-22,3,2,1,12,1,0,12,2021-01-14,6,4,2,194,1,0,194,2019-05-02,2,2,0,12,1,0,12,72.667,2,0,,1,84708.00,0,1,"ONE MARTHA FRANKS DRIVE,LAURENS,SC,29360",34.4995,-82.025,22,2024-06-01
425337,"LIFE CARE CENTER OF COLUMBIA","2514 FARAWAY DRIVE",COLUMBIA,SC,29223,8038651999,390,Richland,"For profit - Corporation",179,100.9,,"Medicare and Medicaid",N,"RCM COLUMBIA",1994-07-07,"LIFE CARE CENTERS OF AMERICA",311,N,,N,Y,N,Resident,Yes,2,,2,,4,,3,,4,,3,,,,2.00415,0.90128,0.46742,1.36870,3.37286,2.99275,0.25101,0.10615,48.5,,57.1,,0,,1.92222,0.66793,0.28794,2.87810,2.12408,0.99580,0.61169,3.69389,3.27761,2022-03-30,3,3,0,28,1,0,28,2020-09-23,5,5,0,40,1,0,40,2019-02-28,14,14,0,108,1,0,108,45.333,0,0,0,1,10949.25,0,1,"2514 FARAWAY DRIVE,COLUMBIA,SC,29223",34.0650,-80.919,,2024-06-01
425341,"LAKE MOULTRIE NURSING HOME","1038 MCGILL LANE","SAINT STEPHEN",SC,29479,8435672307,070,Berkeley,"Government - Hospital district",88,83.2,,"Medicare and Medicaid",N,"CLARENDON MEMORIAL HOSPITAL",1995-05-01,,,N,,N,N,N,Resident,Yes,3,,3,,2,,3,,2,,4,,,,2.38197,0.81821,0.52256,1.34077,3.72274,3.32114,0.32483,0.00691,24.7,,20.0,,0,,2.11001,0.65724,0.28447,3.05171,2.29983,0.91872,0.69220,3.84512,3.43032,2023-04-06,5,5,0,36,1,0,36,2021-09-17,2,2,0,24,1,0,24,2019-12-19,8,7,1,40,1,0,40,32.667,0,1,0,1,7900.75,0,1,"1038 MCGILL LANE,SAINT STEPHEN,SC,29479",33.3988,-79.933,,2024-06-01
425351,"BROAD CREEK CARE CENTER","801 LEMON GRASS COURT","HILTON HEAD ISLAND",SC,29928,8433417311,060,Beaufort,"For profit - Corporation",25,20.8,,Medicare,N,"CC-HILTON HEAD INC",1997-06-03,"VI LIVING",548,Y,,N,N,N,Resident,Yes,5,,3,,5,,5,,4,,5,,,,3.00899,0.49047,2.41858,2.90905,5.91804,5.10485,1.54682,0.18210,42.4,,42.9,,0,,1.93981,0.69339,0.31550,2.94870,3.16013,0.52201,2.88863,6.32615,5.45687,2023-06-07,6,3,3,36,1,0,36,2021-07-29,0,0,0,0,0,0,0,2019-08-01,4,4,0,48,1,0,48,26.000,0,0,0,4,9389.25,0,4,"801 LEMON GRASS COURT,HILTON HEAD ISLAND,SC,29928",32.1713,-80.776,,2024-06-01
425352,"NHC HEALTHCARE - PARKLANE","7601 PARKLANE ROAD",COLUMBIA,SC,29223,8037419090,390,Richland,"For profit - Corporation",180,100.5,,"Medicare and Medicaid",N,"NHC HEALTHCARE-PARKLANE LLC",1997-05-12,"NATIONAL HEALTHCARE CORPORATION",364,N,,N,N,N,Resident,Yes,4,,3,,5,,4,,5,,4,,,,3.48627,1.36365,0.60570,1.96935,5.45562,4.59093,0.34037,0.16679,54.9,,30.8,,2,,2.01649,0.70072,0.31922,3.03643,3.52216,1.43614,0.71496,5.66332,4.76571,2023-04-07,5,5,0,28,1,0,28,2021-06-09,7,7,0,48,1,0,48,2019-11-19,3,3,0,16,1,0,16,32.667,0,0,0,1,9018.75,0,1,"7601 PARKLANE ROAD,COLUMBIA,SC,29223",34.0820,-80.958,,2024-06-01
425359,"NHC HEALTHCARE - MAULDIN","850 E. BUTLER RD.",GREENVILLE,SC,29607,8646756421,220,Greenville,"For profit - Corporation",180,166.8,,"Medicare and Medicaid",N,"NHC HEALTHCARE-MAULDIN LLC",1997-10-09,"NATIONAL HEALTHCARE CORPORATION",364,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,4,,,,2.50109,0.72713,0.66510,1.39223,3.89332,3.25608,0.30716,0.07850,47.2,,22.7,,0,,2.09634,0.64645,0.27170,3.01448,2.43059,0.83009,0.92241,4.07098,3.40466,2024-02-01,3,3,0,36,1,0,36,2021-10-21,0,0,0,0,0,0,0,2020-02-13,0,0,0,0,0,0,0,18.000,0,0,0,0,0.00,0,0,"850 E. BUTLER RD.,GREENVILLE,SC,29607",34.8027,-82.285,,2024-06-01
425360,"C M TUCKER JR NURSING CARE CENTER  RODDEY PAVILION","2200 HARDEN STREET",COLUMBIA,SC,29203,8037375300,390,Richland,"Government - State",308,91.8,,"Medicare and Medicaid",N,"SOUTH CAROLINA DEPT OF MENTAL HEALTH ACCOUNTING OFFICE",1997-10-03,,,N,,Y,N,N,Resident,Yes,3,,2,,2,,2,,,2,5,,,,3.53991,1.03567,2.07839,3.11406,6.65397,4.86795,1.29321,0.15400,54.8,,27.8,,1,,2.05599,0.63742,0.28044,2.97385,3.50764,1.19905,2.79264,7.05266,5.15963,2023-12-06,2,0,2,40,0,0,40,2021-11-23,5,0,5,40,0,0,40,2020-01-30,4,3,1,20,1,0,20,36.667,11,0,,3,16293.55,0,3,"2200 HARDEN STREET,COLUMBIA,SC,29203",34.0240,-81.027,,2024-06-01
